"DATE","OPH98M11","OPH98M12","OPH99M1","OPH99M2","OPH99M3","OPH99M4","OPH99M5","OPH99M6","OPH99M7","OPH99M8","OPH99M9","OPH99M10","OPH99M11","OPH99M12","OPH00M1","OPH00M2","OPH00M3","OPH00M4","OPH00M5","OPH00M6","OPH00M7","OPH00M8","OPH00M9","OPH00M10","OPH00M11","OPH00M12","OPH01M1","OPH01M2","OPH01M3","OPH01M4","OPH01M5","OPH01M6","OPH01M7","OPH01M8","OPH01M9","OPH01M10","OPH01M11","OPH01M12","OPH02M1","OPH02M2","OPH02M3","OPH02M4","OPH02M5","OPH02M6","OPH02M7","OPH02M8","OPH02M9","OPH02M10","OPH02M11","OPH02M12","OPH03M1","OPH03M2","OPH03M3","OPH03M4","OPH03M5","OPH03M6","OPH03M7","OPH03M8","OPH03M9","OPH03M10","OPH03M11","OPH03M12","OPH04M1","OPH04M2","OPH04M3","OPH04M4","OPH04M5","OPH04M6","OPH04M7","OPH04M8","OPH04M9","OPH04M10","OPH04M11","OPH04M12","OPH05M1","OPH05M2","OPH05M3","OPH05M4","OPH05M5","OPH05M6","OPH05M7","OPH05M8","OPH05M9","OPH05M10","OPH05M11","OPH05M12","OPH06M1","OPH06M2","OPH06M3","OPH06M4","OPH06M5","OPH06M6","OPH06M7","OPH06M8","OPH06M9","OPH06M10","OPH06M11","OPH06M12","OPH07M1","OPH07M2","OPH07M3","OPH07M4","OPH07M5","OPH07M6","OPH07M7","OPH07M8","OPH07M9","OPH07M10","OPH07M11","OPH07M12","OPH08M1","OPH08M2","OPH08M3","OPH08M4","OPH08M5","OPH08M6","OPH08M7","OPH08M8","OPH08M9","OPH08M10","OPH08M11","OPH08M12","OPH09M1","OPH09M2","OPH09M3","OPH09M4","OPH09M5","OPH09M6","OPH09M7","OPH09M8","OPH09M9","OPH09M10","OPH09M11","OPH09M12","OPH10M1","OPH10M2","OPH10M3","OPH10M4","OPH10M5","OPH10M6","OPH10M7","OPH10M8","OPH10M9","OPH10M10","OPH10M11","OPH10M12","OPH11M1","OPH11M2","OPH11M3","OPH11M4","OPH11M5","OPH11M6","OPH11M7","OPH11M8","OPH11M9","OPH11M10","OPH11M11","OPH11M12","OPH12M1","OPH12M2","OPH12M3","OPH12M4","OPH12M5","OPH12M6","OPH12M7","OPH12M8","OPH12M9","OPH12M10","OPH12M11","OPH12M12","OPH13M1","OPH13M2","OPH13M3","OPH13M4","OPH13M5","OPH13M6","OPH13M7","OPH13M8","OPH13M9","OPH13M10","OPH13M11","OPH13M12","OPH14M1","OPH14M2","OPH14M3","OPH14M4","OPH14M5","OPH14M6","OPH14M7","OPH14M8","OPH14M9","OPH14M10","OPH14M11","OPH14M12","OPH15M1","OPH15M2","OPH15M3","OPH15M4","OPH15M5","OPH15M6","OPH15M7","OPH15M8","OPH15M9","OPH15M10","OPH15M11"
"1997:Q2","105.0","105.0","105.0","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","107.1","107.1","107.1","107.1","107.1","107.1","107.0","107.0","107.0","107.3","107.3","107.3","107.3","107.3","107.3","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.1","107.1","107.1","107.1","107.1","107.1","106.1","106.1","106.1","106.1","106.1","106.1","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.2","106.4","106.4","106.4","106.4","106.4","106.4","106.378","106.378","106.378","106.15","106.15","106.15","106.15","106.15","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.169","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","106.164","105.954","105.954","105.954","105.954","105.954","105.954","105.954","105.954","105.954","105.954","105.954","105.954","77.347","77.347","77.347","77.347","77.347","77.347","77.347","77.347","77.347","77.347","77.347","77.347","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.388","77.356","77.356","77.356","77.356","77.356","71.598","71.598","71.598","72.076","72.076","72.076","72.076","72.14","72.14","72.14","72.14","72.14","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235","72.235"
"1997:Q3","106.0","106.0","106.0","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","105.8","108.1","108.1","108.1","108.1","108.1","108.1","107.9","107.9","107.9","108.3","108.3","108.3","108.3","108.3","108.3","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.1","108.1","108.1","108.1","108.1","108.1","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.4","107.4","107.4","107.4","107.4","107.4","107.38","107.38","107.38","107.209","107.209","107.209","107.209","107.209","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.193","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","107.204","106.966","106.966","106.966","106.966","106.966","106.966","106.966","106.966","106.966","106.966","106.966","106.966","78.086","78.086","78.086","78.086","78.086","78.086","78.086","78.086","78.086","78.086","78.086","78.086","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.127","78.058","78.058","78.058","78.058","78.058","72.261","72.261","72.261","72.743","72.743","72.743","72.743","72.807","72.807","72.807","72.807","72.807","72.903","72.903","72.903","72.903","72.903","72.903","72.903","72.902","72.902","72.902","72.902","72.902","72.902","72.902","72.902","72.902"
"1997:Q4","106.2","106.2","106.2","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","106.0","108.4","108.4","108.4","108.4","108.4","108.4","108.3","108.3","108.3","108.5","108.5","108.5","108.5","108.5","108.5","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.7","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.3","108.3","108.3","108.3","108.3","108.3","107.5","107.5","107.5","107.5","107.5","107.5","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.6","107.9","107.9","107.9","107.9","107.9","107.9","107.905","107.905","107.905","107.714","107.714","107.714","107.714","107.714","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.716","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.717","107.457","107.457","107.457","107.457","107.457","107.457","107.457","107.457","107.457","107.457","107.457","107.457","78.445","78.445","78.445","78.445","78.445","78.445","78.445","78.445","78.445","78.445","78.445","78.445","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.485","78.435","78.435","78.435","78.435","78.435","72.603","72.603","72.603","73.087","73.087","73.087","73.087","73.154","73.154","73.154","73.154","73.154","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251","73.251"
"1998:Q1","107.3","107.3","107.3","107.1","107.1","107.1","107.1","107.1","107.1","107.0","107.0","107.0","109.7","109.7","109.7","109.7","109.7","109.7","109.6","109.6","109.6","109.7","109.7","109.7","109.7","109.7","109.7","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","109.6","109.6","109.6","109.6","109.6","109.6","108.4","108.4","108.4","108.4","108.4","108.4","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.5","108.7","108.7","108.7","108.7","108.7","108.7","108.709","108.709","108.709","108.506","108.506","108.506","108.506","108.506","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.522","108.035","108.035","108.035","108.035","108.035","108.035","108.035","108.035","108.035","108.035","108.035","108.035","78.866","78.866","78.866","78.866","78.866","78.866","78.866","78.866","78.866","78.866","78.866","78.866","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.908","78.865","78.865","78.865","78.865","78.865","73.049","73.049","73.049","73.537","73.537","73.537","73.537","73.604","73.604","73.604","73.604","73.604","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701","73.701"
"1998:Q2","107.3","107.3","107.3","107.1","107.1","107.1","107.1","107.1","107.1","107.0","107.0","107.0","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","110.0","110.0","110.0","110.0","110.0","110.0","110.3","110.3","110.3","110.3","110.3","110.3","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","110.0","109.6","109.6","109.6","109.6","109.6","109.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.9","108.9","108.9","108.9","108.9","108.9","108.908","108.908","108.908","108.702","108.702","108.702","108.702","108.702","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.721","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.711","108.567","108.567","108.567","108.567","108.567","108.567","108.567","108.567","108.567","108.567","108.567","108.567","79.255","79.255","79.255","79.255","79.255","79.255","79.255","79.255","79.255","79.255","79.255","79.255","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.296","79.241","79.241","79.241","79.241","79.241","73.452","73.452","73.452","73.942","73.942","73.942","73.942","74.003","74.003","74.003","74.003","74.003","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1","74.1"
"1998:Q3","107.9","108.1","108.1","107.8","107.8","107.8","107.8","107.8","107.8","107.9","107.9","107.9","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.6","110.6","110.6","110.6","110.6","110.6","110.8","110.8","110.8","110.8","110.8","110.8","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.7","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.2","110.2","110.2","110.2","110.2","110.2","109.5","109.5","109.5","109.5","109.5","109.5","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","110.2","110.2","110.2","110.2","110.2","110.2","110.191","110.191","110.191","109.962","109.962","109.962","109.962","109.962","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","109.994","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.011","110.105","110.105","110.105","110.105","110.105","110.105","110.105","110.105","110.105","110.105","110.105","110.105","80.378","80.378","80.378","80.378","80.378","80.378","80.378","80.378","80.378","80.378","80.378","80.378","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.419","80.368","80.368","80.368","80.368","80.368","74.512","74.512","74.512","75.009","75.009","75.009","75.009","75.069","75.069","75.069","75.069","75.069","75.168","75.168","75.168","75.168","75.168","75.168","75.168","75.166","75.166","75.166","75.166","75.166","75.166","75.166","75.166","75.166"
"1998:Q4","#N/A","#N/A","#N/A","108.8","109.1","109.1","109.0","109.0","109.0","109.0","109.0","109.0","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.6","111.6","111.6","111.6","111.6","111.6","111.8","111.8","111.8","111.8","111.8","111.8","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.9","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.5","111.5","111.5","111.5","111.5","111.5","110.6","110.6","110.6","110.6","110.6","110.6","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.5","110.8","110.8","110.8","110.8","110.8","110.8","110.824","110.824","110.824","110.593","110.593","110.593","110.593","110.593","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.635","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","110.643","111.017","111.017","111.017","111.017","111.017","111.017","111.017","111.017","111.017","111.017","111.017","111.017","81.043","81.043","81.043","81.043","81.043","81.043","81.043","81.043","81.043","81.043","81.043","81.043","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.086","81.023","81.023","81.023","81.023","81.023","75.031","75.031","75.031","75.533","75.533","75.533","75.533","75.598","75.598","75.598","75.598","75.598","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697","75.697"
"1999:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.3","110.1","110.1","110.1","110.1","110.1","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.6","112.6","112.6","112.6","112.6","112.6","112.5","112.5","112.5","112.5","112.5","112.5","112.8","112.8","112.8","112.8","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.7","112.3","112.3","112.3","112.3","112.3","112.3","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","112.0","112.0","112.0","112.0","112.0","112.0","111.998","111.998","111.998","111.77","111.77","111.77","111.77","111.77","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.847","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","111.821","112.282","112.282","112.282","112.282","112.282","112.282","112.282","112.282","112.282","112.282","112.282","112.282","81.966","81.966","81.966","81.966","81.966","81.966","81.966","81.966","81.966","81.966","81.966","81.966","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","82.009","81.955","81.955","81.955","81.955","81.955","75.981","75.981","75.981","76.49","76.49","76.49","76.49","76.555","76.555","76.555","76.555","76.555","76.523","76.523","76.523","76.523","76.523","76.523","76.523","76.522","76.522","76.522","76.522","76.522","76.522","76.522","76.522","76.522"
"1999:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.5","110.3","110.3","113.0","113.0","113.0","113.0","113.0","113.0","112.9","112.9","112.9","112.8","112.8","112.8","112.8","112.8","112.8","112.7","112.7","112.7","112.7","112.7","112.7","112.5","112.5","112.5","112.5","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.4","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.1","112.1","112.1","112.1","112.1","112.1","111.7","111.7","111.7","111.7","111.7","111.7","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.8","111.8","112.1","112.1","112.1","112.1","112.1","112.1","112.123","112.123","112.123","111.956","111.956","111.956","111.956","111.956","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.038","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.066","112.404","112.404","112.404","112.404","112.404","112.404","112.404","112.404","112.404","112.404","112.404","112.404","82.056","82.056","82.056","82.056","82.056","82.056","82.056","82.056","82.056","82.056","82.056","82.056","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.098","82.039","82.039","82.039","82.039","82.039","76.152","76.152","76.152","76.662","76.662","76.662","76.662","76.722","76.722","76.722","76.722","76.722","76.672","76.672","76.672","76.672","76.672","76.672","76.672","76.673","76.673","76.673","76.673","76.673","76.673","76.673","76.673","76.673"
"1999:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.1","114.3","114.3","114.3","114.3","114.3","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.2","114.0","114.0","114.0","114.0","114.0","114.0","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.3","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.1","113.1","113.1","113.1","113.1","113.1","112.5","112.5","112.5","112.5","112.5","112.5","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.6","112.9","112.9","112.9","112.9","112.9","112.9","112.879","112.879","112.879","112.663","112.663","112.663","112.663","112.663","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.781","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","112.821","113.313","113.313","113.313","113.313","113.313","113.313","113.313","113.313","113.313","113.313","113.313","113.313","82.72","82.72","82.72","82.72","82.72","82.72","82.72","82.72","82.72","82.72","82.72","82.72","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.763","82.715","82.715","82.715","82.715","82.715","76.807","76.807","76.807","77.32","77.32","77.32","77.32","77.38","77.38","77.38","77.38","77.38","77.316","77.316","77.316","77.316","77.316","77.316","77.316","77.315","77.315","77.315","77.315","77.315","77.315","77.315","77.315","77.315"
"1999:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.6","116.0","116.0","116.1","116.1","116.1","116.3","116.3","116.3","116.3","116.3","116.3","116.1","116.1","116.1","116.1","116.1","116.1","115.2","115.2","115.2","115.2","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","115.2","114.7","114.7","114.7","114.7","114.7","114.7","114.1","114.1","114.1","114.1","114.1","114.1","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.7","114.7","114.7","114.7","114.7","114.7","114.717","114.717","114.717","114.489","114.489","114.489","114.489","114.489","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.624","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","114.632","115.152","115.152","115.152","115.152","115.152","115.152","115.152","115.152","115.152","115.152","115.152","115.152","84.062","84.062","84.062","84.062","84.062","84.062","84.062","84.062","84.062","84.062","84.062","84.062","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.105","84.038","84.038","84.038","84.038","84.038","78.015","78.015","78.015","78.533","78.533","78.533","78.533","78.596","78.596","78.596","78.596","78.596","78.535","78.535","78.535","78.535","78.535","78.535","78.535","78.534","78.534","78.534","78.534","78.534","78.534","78.534","78.534","78.534"
"2000:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.6","116.6","116.6","116.7","116.7","116.7","116.7","116.7","116.7","116.6","116.6","116.6","116.6","116.6","116.6","115.0","115.0","115.0","115.0","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","115.3","114.8","114.8","114.8","114.8","114.8","114.8","113.7","113.8","113.8","113.8","113.8","113.8","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.2","114.2","114.2","114.2","114.2","114.2","114.196","114.196","114.196","114.04","114.04","114.04","114.04","114.04","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.197","114.19","114.19","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.225","114.797","114.797","114.797","114.797","114.797","114.797","114.797","114.797","114.797","114.797","114.797","114.797","83.803","83.803","83.803","83.803","83.803","83.803","83.803","83.803","83.803","83.803","83.803","83.803","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.846","83.79","83.79","83.79","83.79","83.79","77.8","77.8","77.8","78.312","78.312","78.312","78.312","78.381","78.381","78.381","78.381","78.381","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324","78.324"
"2000:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","118.5","118.6","118.6","118.7","118.7","118.7","118.6","118.6","118.6","118.6","118.6","118.6","117.1","117.1","117.1","117.1","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.5","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","117.2","116.6","116.6","116.6","116.6","116.6","116.6","116.0","116.0","116.0","116.0","116.0","116.0","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.2","116.4","116.4","116.4","116.4","116.4","116.4","116.379","116.379","116.379","116.24","116.24","116.24","116.24","116.24","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.414","116.427","116.427","116.357","116.357","116.357","116.357","116.357","116.357","116.357","116.357","116.357","116.357","116.357","116.357","116.357","116.357","116.357","117.487","117.487","117.487","117.487","117.487","117.487","117.487","117.487","117.487","117.487","117.487","117.487","85.766","85.766","85.766","85.766","85.766","85.766","85.766","85.766","85.766","85.766","85.766","85.766","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.81","85.711","85.711","85.711","85.711","85.711","79.502","79.502","79.502","80.027","80.027","80.027","80.027","80.093","80.093","80.093","80.093","80.093","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035","80.035"
"2000:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.7","119.5","119.5","119.3","119.3","119.3","119.3","119.3","119.3","117.4","117.4","117.4","117.4","117.8","117.8","117.8","117.8","117.8","117.8","117.8","117.8","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","117.3","116.8","116.8","116.8","116.8","116.8","116.8","115.8","115.8","115.8","115.8","115.8","115.8","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","115.9","116.1","116.1","116.1","116.1","116.1","116.1","116.099","116.099","116.099","115.934","115.934","115.934","115.934","115.934","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.122","116.145","116.145","116.131","116.131","116.131","116.131","116.131","116.131","116.131","116.131","116.131","116.131","116.131","116.131","116.131","116.131","116.131","117.517","117.517","117.517","117.517","117.517","117.517","117.517","117.517","117.517","117.517","117.517","117.517","85.788","85.788","85.788","85.788","85.788","85.788","85.788","85.788","85.788","85.788","85.788","85.788","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.833","85.737","85.737","85.737","85.737","85.737","79.528","79.528","79.528","80.06","80.06","80.06","80.06","80.127","80.127","80.127","80.127","80.127","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061","80.061"
