"DATE","PCON65Q4","PCON66Q1","PCON66Q2","PCON66Q3","PCON66Q4","PCON67Q1","PCON67Q2","PCON67Q3","PCON67Q4","PCON68Q1","PCON68Q2","PCON68Q3","PCON68Q4","PCON69Q1","PCON69Q2","PCON69Q3","PCON69Q4","PCON70Q1","PCON70Q2","PCON70Q3","PCON70Q4","PCON71Q1","PCON71Q2","PCON71Q3","PCON71Q4","PCON72Q1","PCON72Q2","PCON72Q3","PCON72Q4","PCON73Q1","PCON73Q2","PCON73Q3","PCON73Q4","PCON74Q1","PCON74Q2","PCON74Q3","PCON74Q4","PCON75Q1","PCON75Q2","PCON75Q3","PCON75Q4","PCON76Q1","PCON76Q2","PCON76Q3","PCON76Q4","PCON77Q1","PCON77Q2","PCON77Q3","PCON77Q4","PCON78Q1","PCON78Q2","PCON78Q3","PCON78Q4","PCON79Q1","PCON79Q2","PCON79Q3","PCON79Q4","PCON80Q1","PCON80Q2","PCON80Q3","PCON80Q4","PCON81Q1","PCON81Q2","PCON81Q3","PCON81Q4","PCON82Q1","PCON82Q2","PCON82Q3","PCON82Q4","PCON83Q1","PCON83Q2","PCON83Q3","PCON83Q4","PCON84Q1","PCON84Q2","PCON84Q3","PCON84Q4","PCON85Q1","PCON85Q2","PCON85Q3","PCON85Q4","PCON86Q1","PCON86Q2","PCON86Q3","PCON86Q4","PCON87Q1","PCON87Q2","PCON87Q3","PCON87Q4","PCON88Q1","PCON88Q2","PCON88Q3","PCON88Q4","PCON89Q1","PCON89Q2","PCON89Q3","PCON89Q4","PCON90Q1","PCON90Q2","PCON90Q3","PCON90Q4","PCON91Q1","PCON91Q2","PCON91Q3","PCON91Q4","PCON92Q1","PCON92Q2","PCON92Q3","PCON92Q4","PCON93Q1","PCON93Q2","PCON93Q3","PCON93Q4","PCON94Q1","PCON94Q2","PCON94Q3","PCON94Q4","PCON95Q1","PCON95Q2","PCON95Q3","PCON95Q4","PCON96Q1","PCON96Q2","PCON96Q3","PCON96Q4","PCON97Q1","PCON97Q2","PCON97Q3","PCON97Q4","PCON98Q1","PCON98Q2","PCON98Q3","PCON98Q4","PCON99Q1","PCON99Q2","PCON99Q3","PCON99Q4","PCON00Q1","PCON00Q2","PCON00Q3","PCON00Q4","PCON01Q1","PCON01Q2","PCON01Q3","PCON01Q4","PCON02Q1","PCON02Q2","PCON02Q3","PCON02Q4","PCON03Q1","PCON03Q2","PCON03Q3","PCON03Q4","PCON04Q1","PCON04Q2","PCON04Q3","PCON04Q4","PCON05Q1","PCON05Q2","PCON05Q3","PCON05Q4","PCON06Q1","PCON06Q2","PCON06Q3","PCON06Q4","PCON07Q1","PCON07Q2","PCON07Q3","PCON07Q4","PCON08Q1","PCON08Q2","PCON08Q3","PCON08Q4","PCON09Q1","PCON09Q2","PCON09Q3","PCON09Q4","PCON10Q1","PCON10Q2","PCON10Q3","PCON10Q4","PCON11Q1","PCON11Q2","PCON11Q3","PCON11Q4","PCON12Q1","PCON12Q2","PCON12Q3","PCON12Q4","PCON13Q1","PCON13Q2","PCON13Q3","PCON13Q4","PCON14Q1","PCON14Q2","PCON14Q3","PCON14Q4","PCON15Q1","PCON15Q2","PCON15Q3","PCON15Q4"
"1997:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","112.8767","112.8919","112.8919","111.9933","111.9933","111.9933","111.9933","111.9933","101.7782","101.7782","102.1272","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","102.0834","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","95.2152","85.4904","85.4904","85.4904","85.4904","85.4904","85.4904","85.4904","85.4904","85.5295","85.5295","85.5295","85.5295","85.5295","85.5295","85.5295","85.5295","79.4124","79.4124","79.4124","79.4124","79.4136","79.4136","79.4136","79.4136","79.4136","79.4136"
"1997:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.2591","113.2284","112.2906","112.2906","112.2906","112.2906","112.2906","102.0699","102.0699","102.4376","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","102.4241","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","95.5323","85.8005","85.8005","85.8005","85.8005","85.8005","85.8005","85.8005","85.8005","85.8393","85.8393","85.8393","85.8393","85.8393","85.8393","85.8393","85.8393","79.6583","79.6583","79.6583","79.6583","79.6594","79.6594","79.6594","79.6594","79.6594","79.6594"
"1998:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.3096","112.2934","112.2934","112.2934","112.2934","112.2925","102.1887","102.1887","102.504","102.516","102.516","102.516","102.516","102.5752","102.5752","102.5752","102.5752","102.5752","102.5752","102.5752","102.5752","102.5752","102.5752","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","95.6077","85.8406","85.8406","85.8406","85.8406","85.8406","85.8406","85.8406","85.8406","85.8803","85.8803","85.8803","85.8803","85.8803","85.8803","85.8803","85.8803","79.6526","79.6526","79.6526","79.6526","79.6537","79.6537","79.6537","79.6537","79.6537","79.6537"
"1998:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","112.5728","112.543","112.543","112.543","112.5434","102.4773","102.4773","102.7815","102.8275","102.8275","102.8275","102.8275","102.8232","102.8232","102.8232","102.8232","102.8232","102.8232","102.8232","102.8232","102.8232","102.8232","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","95.7666","86.0405","86.0405","86.0405","86.0405","86.0405","86.0405","86.0405","86.0405","86.0796","86.0796","86.0796","86.0796","86.0796","86.0796","86.0796","86.0796","79.7946","79.7946","79.7946","79.7946","79.7957","79.7957","79.7957","79.7957","79.7957","79.7957"
"1998:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","112.8155","112.8318","112.8318","112.8314","102.7728","102.7728","103.0695","103.1938","103.1938","103.1938","103.1938","103.1748","103.1748","103.1748","103.1748","103.1748","103.1748","103.1748","103.1748","103.1748","103.1748","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","96.0832","86.3289","86.3289","86.3289","86.3289","86.3289","86.3289","86.3289","86.3289","86.3688","86.3688","86.3688","86.3688","86.3688","86.3688","86.3688","86.3688","80.0355","80.0355","80.0355","80.0355","80.0376","80.0376","80.0376","80.0376","80.0376","80.0376"
"1998:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.1605","113.1307","113.13","103.0695","103.0695","103.3637","103.5676","103.5676","103.5676","103.5676","103.5335","103.5335","103.5335","103.5335","103.5335","103.5335","103.5335","103.5335","103.5335","103.5335","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","96.4377","86.5951","86.5951","86.5951","86.5951","86.5951","86.5951","86.5951","86.5951","86.6346","86.6346","86.6346","86.6346","86.6346","86.6346","86.6346","86.6346","80.2382","80.2382","80.2382","80.2382","80.2393","80.2393","80.2393","80.2393","80.2393","80.2393"
"1999:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","113.414","113.4792","103.4373","103.4373","103.7385","104.0118","104.0118","104.0118","104.0118","103.8726","103.8726","103.8726","103.8726","103.8487","103.8487","103.8487","103.8487","103.8487","103.8487","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","96.679","86.8671","86.8671","86.8671","86.8671","86.8671","86.8671","86.8671","86.8671","86.9063","86.9063","86.9063","86.9063","86.9063","86.9063","86.9063","86.9063","80.4466","80.4466","80.4466","80.4466","80.4468","80.4468","80.4468","80.4468","80.4468","80.4468"
"1999:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","114.1809","104.0089","104.0089","104.3115","104.5958","104.5958","104.5958","104.5958","104.3968","104.3968","104.3968","104.3968","104.4296","104.4296","104.4296","104.4296","104.4296","104.4296","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","97.3088","87.3623","87.3623","87.3623","87.3623","87.3623","87.3623","87.3623","87.3623","87.4024","87.4024","87.4024","87.4024","87.4024","87.4024","87.4024","87.4024","80.8758","80.8758","80.8758","80.8758","80.8769","80.8769","80.8769","80.8769","80.8769","80.8769"
"1999:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.4962","104.4818","104.7875","105.09","105.09","105.09","105.09","104.9733","104.9733","104.9733","104.9733","104.9883","104.9883","104.9883","104.9883","104.9883","104.9883","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","97.8461","87.8198","87.8198","87.8198","87.8198","87.8198","87.8198","87.8198","87.8198","87.8596","87.8596","87.8596","87.8596","87.8596","87.8596","87.8596","87.8596","81.301","81.301","81.301","81.301","81.3014","81.3014","81.3014","81.3014","81.3014","81.3014"
"1999:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.1283","105.4269","105.6581","105.6581","105.6581","105.6581","105.6069","105.6069","105.6069","105.6069","105.6128","105.6128","105.6128","105.6128","105.6128","105.6128","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","98.4276","88.3032","88.3032","88.3032","88.3032","88.3032","88.3032","88.3032","88.3032","88.3438","88.3438","88.3438","88.3438","88.3438","88.3438","88.3438","88.3438","81.7843","81.7843","81.7843","81.7843","81.785","81.785","81.785","81.785","81.785","81.785"
"2000:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.2649","106.5696","106.5696","106.5696","106.5696","106.6465","106.6465","106.6465","106.6465","106.5069","106.5069","106.5069","106.5069","106.5069","106.5069","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","99.2884","89.0912","89.0912","89.0912","89.0912","89.0912","89.0912","89.0912","89.0912","89.1328","89.1328","89.1328","89.1328","89.1328","89.1328","89.1328","89.1328","82.4683","82.4683","82.4683","82.4683","82.4678","82.4678","82.4678","82.4678","82.4678","82.4678"
"2000:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","107.1794","107.1191","107.1191","107.1191","107.2049","107.2049","107.2049","107.2049","107.1069","107.1069","107.1069","107.1069","107.1069","107.1069","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","99.7732","89.486","89.486","89.486","89.486","89.486","89.486","89.486","89.486","89.5274","89.5274","89.5274","89.5274","89.5274","89.5274","89.5274","89.5274","82.8447","82.8447","82.8447","82.8447","82.8472","82.8472","82.8472","82.8472","82.8472","82.8472"
