"DATE","NOUTPUT65Q4","NOUTPUT66Q1","NOUTPUT66Q2","NOUTPUT66Q3","NOUTPUT66Q4","NOUTPUT67Q1","NOUTPUT67Q2","NOUTPUT67Q3","NOUTPUT67Q4","NOUTPUT68Q1","NOUTPUT68Q2","NOUTPUT68Q3","NOUTPUT68Q4","NOUTPUT69Q1","NOUTPUT69Q2","NOUTPUT69Q3","NOUTPUT69Q4","NOUTPUT70Q1","NOUTPUT70Q2","NOUTPUT70Q3","NOUTPUT70Q4","NOUTPUT71Q1","NOUTPUT71Q2","NOUTPUT71Q3","NOUTPUT71Q4","NOUTPUT72Q1","NOUTPUT72Q2","NOUTPUT72Q3","NOUTPUT72Q4","NOUTPUT73Q1","NOUTPUT73Q2","NOUTPUT73Q3","NOUTPUT73Q4","NOUTPUT74Q1","NOUTPUT74Q2","NOUTPUT74Q3","NOUTPUT74Q4","NOUTPUT75Q1","NOUTPUT75Q2","NOUTPUT75Q3","NOUTPUT75Q4","NOUTPUT76Q1","NOUTPUT76Q2","NOUTPUT76Q3","NOUTPUT76Q4","NOUTPUT77Q1","NOUTPUT77Q2","NOUTPUT77Q3","NOUTPUT77Q4","NOUTPUT78Q1","NOUTPUT78Q2","NOUTPUT78Q3","NOUTPUT78Q4","NOUTPUT79Q1","NOUTPUT79Q2","NOUTPUT79Q3","NOUTPUT79Q4","NOUTPUT80Q1","NOUTPUT80Q2","NOUTPUT80Q3","NOUTPUT80Q4","NOUTPUT81Q1","NOUTPUT81Q2","NOUTPUT81Q3","NOUTPUT81Q4","NOUTPUT82Q1","NOUTPUT82Q2","NOUTPUT82Q3","NOUTPUT82Q4","NOUTPUT83Q1","NOUTPUT83Q2","NOUTPUT83Q3","NOUTPUT83Q4","NOUTPUT84Q1","NOUTPUT84Q2","NOUTPUT84Q3","NOUTPUT84Q4","NOUTPUT85Q1","NOUTPUT85Q2","NOUTPUT85Q3","NOUTPUT85Q4","NOUTPUT86Q1","NOUTPUT86Q2","NOUTPUT86Q3","NOUTPUT86Q4","NOUTPUT87Q1","NOUTPUT87Q2","NOUTPUT87Q3","NOUTPUT87Q4","NOUTPUT88Q1","NOUTPUT88Q2","NOUTPUT88Q3","NOUTPUT88Q4","NOUTPUT89Q1","NOUTPUT89Q2","NOUTPUT89Q3","NOUTPUT89Q4","NOUTPUT90Q1","NOUTPUT90Q2","NOUTPUT90Q3","NOUTPUT90Q4","NOUTPUT91Q1","NOUTPUT91Q2","NOUTPUT91Q3","NOUTPUT91Q4","NOUTPUT92Q1","NOUTPUT92Q2","NOUTPUT92Q3","NOUTPUT92Q4","NOUTPUT93Q1","NOUTPUT93Q2","NOUTPUT93Q3","NOUTPUT93Q4","NOUTPUT94Q1","NOUTPUT94Q2","NOUTPUT94Q3","NOUTPUT94Q4","NOUTPUT95Q1","NOUTPUT95Q2","NOUTPUT95Q3","NOUTPUT95Q4","NOUTPUT96Q1","NOUTPUT96Q2","NOUTPUT96Q3","NOUTPUT96Q4","NOUTPUT97Q1","NOUTPUT97Q2","NOUTPUT97Q3","NOUTPUT97Q4","NOUTPUT98Q1","NOUTPUT98Q2","NOUTPUT98Q3","NOUTPUT98Q4","NOUTPUT99Q1","NOUTPUT99Q2","NOUTPUT99Q3","NOUTPUT99Q4","NOUTPUT00Q1","NOUTPUT00Q2","NOUTPUT00Q3","NOUTPUT00Q4","NOUTPUT01Q1","NOUTPUT01Q2","NOUTPUT01Q3","NOUTPUT01Q4","NOUTPUT02Q1","NOUTPUT02Q2","NOUTPUT02Q3","NOUTPUT02Q4","NOUTPUT03Q1","NOUTPUT03Q2","NOUTPUT03Q3","NOUTPUT03Q4","NOUTPUT04Q1","NOUTPUT04Q2","NOUTPUT04Q3","NOUTPUT04Q4","NOUTPUT05Q1","NOUTPUT05Q2","NOUTPUT05Q3","NOUTPUT05Q4","NOUTPUT06Q1","NOUTPUT06Q2","NOUTPUT06Q3","NOUTPUT06Q4","NOUTPUT07Q1","NOUTPUT07Q2","NOUTPUT07Q3","NOUTPUT07Q4","NOUTPUT08Q1","NOUTPUT08Q2","NOUTPUT08Q3","NOUTPUT08Q4","NOUTPUT09Q1","NOUTPUT09Q2","NOUTPUT09Q3","NOUTPUT09Q4","NOUTPUT10Q1","NOUTPUT10Q2","NOUTPUT10Q3","NOUTPUT10Q4","NOUTPUT11Q1","NOUTPUT11Q2","NOUTPUT11Q3","NOUTPUT11Q4","NOUTPUT12Q1","NOUTPUT12Q2","NOUTPUT12Q3","NOUTPUT12Q4","NOUTPUT13Q1","NOUTPUT13Q2","NOUTPUT13Q3","NOUTPUT13Q4","NOUTPUT14Q1","NOUTPUT14Q2","NOUTPUT14Q3","NOUTPUT14Q4","NOUTPUT15Q1","NOUTPUT15Q2"
"1998:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","8431.7","8440.6","8440.6","8440.6","8440.6","8683.7","8683.7","8683.7","8722.0","8722.0","8722.0","8722.0","8697.3","8697.3","8697.3","8697.3","8697.3","8697.3","8697.3","8697.3","8697.3","8697.3","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8657.9","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8698.6","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7","8994.7"
"1998:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","8526.5","8537.9","8537.9","8537.9","8797.9","8797.9","8797.9","8829.1","8829.1","8829.1","8829.1","8816.5","8816.5","8816.5","8816.5","8816.5","8816.5","8816.5","8816.5","8816.5","8816.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8789.5","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","8847.2","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5","9146.5"
"1998:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","8672.8","8681.2","8681.2","8947.6","8947.6","8947.6","8974.9","8974.9","8974.9","8974.9","8984.5","8984.5","8984.5","8984.5","8984.5","8984.5","8984.5","8984.5","8984.5","8984.5","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","8953.8","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9027.5","9325.6","9325.6","9325.6","9325.6","9325.7","9325.7","9325.7","9325.7"
"1999:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","8807.9","8808.7","9072.7","9072.7","9072.7","9104.5","9104.5","9104.5","9104.5","9093.1","9093.1","9093.1","9093.1","9092.7","9092.7","9092.7","9092.7","9092.7","9092.7","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9066.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9148.6","9450.3","9450.3","9450.3","9450.3","9447.1","9447.1","9447.1","9447.1"
"1999:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","8893.3","9146.2","9146.2","9146.2","9191.5","9191.5","9191.5","9191.5","9161.4","9161.4","9161.4","9161.4","9171.7","9171.7","9171.7","9171.7","9171.7","9171.7","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9174.1","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9561.5","9561.5","9561.5","9561.5","9557.0","9557.0","9557.0","9557.0"
"1999:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9276.3","9297.8","9297.8","9340.9","9340.9","9340.9","9340.9","9297.4","9297.4","9297.4","9297.4","9316.5","9316.5","9316.5","9316.5","9316.5","9316.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9313.5","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9405.1","9718.7","9718.7","9718.7","9718.7","9712.3","9712.3","9712.3","9712.3"
"1999:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9477.1","9507.9","9559.7","9559.7","9559.7","9559.7","9522.5","9522.5","9522.5","9522.5","9516.4","9516.4","9516.4","9516.4","9516.4","9516.4","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9519.5","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9607.7","9932.3","9932.3","9932.3","9932.3","9926.1","9926.1","9926.1","9926.1"
"2000:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9697.2","9752.7","9752.7","9752.7","9752.7","9668.7","9668.7","9668.7","9668.7","9649.5","9649.5","9649.5","9649.5","9649.5","9649.5","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9629.4","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","9709.5","10036.1","10036.1","10036.1","10036.1","10031.0","10031.0","10031.0","10031.0"
"2000:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9937.3","9945.7","9945.7","9945.7","9857.6","9857.6","9857.6","9857.6","9820.7","9820.7","9820.7","9820.7","9820.7","9820.7","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9822.8","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","9949.1","10283.7","10283.7","10283.7","10283.7","10278.3","10278.3","10278.3","10278.3"
"2000:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10063.3","10039.4","10039.4","9937.5","9937.5","9937.5","9937.5","9874.8","9874.8","9874.8","9874.8","9874.8","9874.8","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","9862.1","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10017.5","10363.8","10363.8","10363.8","10363.8","10357.4","10357.4","10357.4","10357.4"
"2000:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10125.0","10114.4","10027.9","10027.9","10027.9","10027.9","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","9953.6","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10129.8","10475.3","10475.3","10475.3","10475.3","10472.3","10472.3","10472.3","10472.3"
