"DATE","SSCONTRIB65Q4","SSCONTRIB66Q1","SSCONTRIB66Q2","SSCONTRIB66Q3","SSCONTRIB66Q4","SSCONTRIB67Q1","SSCONTRIB67Q2","SSCONTRIB67Q3","SSCONTRIB67Q4","SSCONTRIB68Q1","SSCONTRIB68Q2","SSCONTRIB68Q3","SSCONTRIB68Q4","SSCONTRIB69Q1","SSCONTRIB69Q2","SSCONTRIB69Q3","SSCONTRIB69Q4","SSCONTRIB70Q1","SSCONTRIB70Q2","SSCONTRIB70Q3","SSCONTRIB70Q4","SSCONTRIB71Q1","SSCONTRIB71Q2","SSCONTRIB71Q3","SSCONTRIB71Q4","SSCONTRIB72Q1","SSCONTRIB72Q2","SSCONTRIB72Q3","SSCONTRIB72Q4","SSCONTRIB73Q1","SSCONTRIB73Q2","SSCONTRIB73Q3","SSCONTRIB73Q4","SSCONTRIB74Q1","SSCONTRIB74Q2","SSCONTRIB74Q3","SSCONTRIB74Q4","SSCONTRIB75Q1","SSCONTRIB75Q2","SSCONTRIB75Q3","SSCONTRIB75Q4","SSCONTRIB76Q1","SSCONTRIB76Q2","SSCONTRIB76Q3","SSCONTRIB76Q4","SSCONTRIB77Q1","SSCONTRIB77Q2","SSCONTRIB77Q3","SSCONTRIB77Q4","SSCONTRIB78Q1","SSCONTRIB78Q2","SSCONTRIB78Q3","SSCONTRIB78Q4","SSCONTRIB79Q1","SSCONTRIB79Q2","SSCONTRIB79Q3","SSCONTRIB79Q4","SSCONTRIB80Q1","SSCONTRIB80Q2","SSCONTRIB80Q3","SSCONTRIB80Q4","SSCONTRIB81Q1","SSCONTRIB81Q2","SSCONTRIB81Q3","SSCONTRIB81Q4","SSCONTRIB82Q1","SSCONTRIB82Q2","SSCONTRIB82Q3","SSCONTRIB82Q4","SSCONTRIB83Q1","SSCONTRIB83Q2","SSCONTRIB83Q3","SSCONTRIB83Q4","SSCONTRIB84Q1","SSCONTRIB84Q2","SSCONTRIB84Q3","SSCONTRIB84Q4","SSCONTRIB85Q1","SSCONTRIB85Q2","SSCONTRIB85Q3","SSCONTRIB85Q4","SSCONTRIB86Q1","SSCONTRIB86Q2","SSCONTRIB86Q3","SSCONTRIB86Q4","SSCONTRIB87Q1","SSCONTRIB87Q2","SSCONTRIB87Q3","SSCONTRIB87Q4","SSCONTRIB88Q1","SSCONTRIB88Q2","SSCONTRIB88Q3","SSCONTRIB88Q4","SSCONTRIB89Q1","SSCONTRIB89Q2","SSCONTRIB89Q3","SSCONTRIB89Q4","SSCONTRIB90Q1","SSCONTRIB90Q2","SSCONTRIB90Q3","SSCONTRIB90Q4","SSCONTRIB91Q1","SSCONTRIB91Q2","SSCONTRIB91Q3","SSCONTRIB91Q4","SSCONTRIB92Q1","SSCONTRIB92Q2","SSCONTRIB92Q3","SSCONTRIB92Q4","SSCONTRIB93Q1","SSCONTRIB93Q2","SSCONTRIB93Q3","SSCONTRIB93Q4","SSCONTRIB94Q1","SSCONTRIB94Q2","SSCONTRIB94Q3","SSCONTRIB94Q4","SSCONTRIB95Q1","SSCONTRIB95Q2","SSCONTRIB95Q3","SSCONTRIB95Q4","SSCONTRIB96Q1","SSCONTRIB96Q2","SSCONTRIB96Q3","SSCONTRIB96Q4","SSCONTRIB97Q1","SSCONTRIB97Q2","SSCONTRIB97Q3","SSCONTRIB97Q4","SSCONTRIB98Q1","SSCONTRIB98Q2","SSCONTRIB98Q3","SSCONTRIB98Q4","SSCONTRIB99Q1","SSCONTRIB99Q2","SSCONTRIB99Q3","SSCONTRIB99Q4","SSCONTRIB00Q1","SSCONTRIB00Q2","SSCONTRIB00Q3","SSCONTRIB00Q4","SSCONTRIB01Q1","SSCONTRIB01Q2","SSCONTRIB01Q3","SSCONTRIB01Q4","SSCONTRIB02Q1","SSCONTRIB02Q2","SSCONTRIB02Q3","SSCONTRIB02Q4","SSCONTRIB03Q1","SSCONTRIB03Q2","SSCONTRIB03Q3","SSCONTRIB03Q4","SSCONTRIB04Q1","SSCONTRIB04Q2","SSCONTRIB04Q3","SSCONTRIB04Q4","SSCONTRIB05Q1","SSCONTRIB05Q2","SSCONTRIB05Q3","SSCONTRIB05Q4","SSCONTRIB06Q1","SSCONTRIB06Q2","SSCONTRIB06Q3","SSCONTRIB06Q4","SSCONTRIB07Q1","SSCONTRIB07Q2","SSCONTRIB07Q3","SSCONTRIB07Q4","SSCONTRIB08Q1","SSCONTRIB08Q2","SSCONTRIB08Q3","SSCONTRIB08Q4","SSCONTRIB09Q1","SSCONTRIB09Q2","SSCONTRIB09Q3","SSCONTRIB09Q4","SSCONTRIB10Q1","SSCONTRIB10Q2","SSCONTRIB10Q3","SSCONTRIB10Q4","SSCONTRIB11Q1","SSCONTRIB11Q2","SSCONTRIB11Q3","SSCONTRIB11Q4","SSCONTRIB12Q1","SSCONTRIB12Q2","SSCONTRIB12Q3","SSCONTRIB12Q4","SSCONTRIB13Q1","SSCONTRIB13Q2","SSCONTRIB13Q3","SSCONTRIB13Q4","SSCONTRIB14Q1","SSCONTRIB14Q2","SSCONTRIB14Q3","SSCONTRIB14Q4","SSCONTRIB15Q1","SSCONTRIB15Q2","SSCONTRIB15Q3","SSCONTRIB15Q4"
"2005:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","877.3","872.6","875.4","888.5","888.5","888.5","888.5","881.7","881.7","881.7","881.7","881.1","881.1","881.1","881.1","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.1","879.1","879.1","879.1","879.1","879.1","879.1","879.1","879.1","879.1"
"2005:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","879.2","883.6","898.9","898.9","898.9","898.9","888.5","888.5","888.5","888.5","889.5","889.5","889.5","889.5","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","885.0","887.3","887.3","887.3","887.3","887.3","887.3","887.3","887.3","887.3","887.3"
"2006:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","907.5","925.6","936.7","936.7","936.7","918.8","918.8","918.8","918.8","917.1","917.1","917.1","917.1","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4","915.4"
"2006:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","938.9","952.9","938.8","938.8","920.1","920.1","920.1","920.1","918.9","918.9","918.9","918.9","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","917.4","918.8","918.8","918.8","918.8","918.8","918.8","918.8","918.8","918.8","918.8"
"2006:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","962.8","948.9","945.2","926.8","926.8","926.8","926.8","925.5","925.5","925.5","925.5","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","920.8","921.9","921.9","921.9","921.9","921.9","921.9","921.9","921.9","921.9","921.9"
"2006:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","961.8","957.2","944.6","944.6","944.6","944.6","940.4","940.4","940.4","940.4","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","933.8","934.3","934.3","934.3","934.3","934.3","934.3","934.3","934.3","934.3","934.3"
"2007:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","986.3","974.1","969.8","969.8","969.8","959.8","959.8","959.8","959.8","952.5","952.5","952.5","952.5","953.4","953.4","953.4","953.4","953.4","953.4","953.4","953.4","953.4","953.4","953.4","953.4","957.7","957.7","957.7","957.7","957.7","957.7","957.7","957.7","957.7","957.7"
"2007:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","979.3","978.4","972.2","972.2","959.1","959.1","959.1","959.1","953.7","953.7","953.7","953.7","954.2","954.2","954.2","954.2","954.2","954.2","954.2","954.2","954.2","954.2","954.2","954.2","958.0","958.0","958.0","958.0","958.0","958.0","958.0","958.0","958.0","958.0"
"2007:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","988.4","981.5","983.2","966.0","966.0","966.0","966.0","958.6","958.6","958.6","958.6","958.7","958.7","958.7","958.7","958.7","958.7","958.7","958.7","958.7","958.7","958.7","958.7","959.8","959.8","959.8","959.8","959.8","959.8","959.8","959.8","959.8","959.8"
"2007:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","990.1","990.6","975.3","975.3","975.3","975.3","972.6","972.6","972.6","972.6","971.6","971.6","971.6","971.6","971.6","971.6","971.6","971.6","971.6","971.6","971.6","971.6","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1","970.1"
"2008:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1011.4","991.3","992.2","992.2","992.2","985.3","985.3","985.3","985.3","988.3","988.3","988.3","988.3","989.8","989.8","989.8","989.8","989.8","989.8","989.8","989.8","986.5","986.5","986.5","986.5","986.5","986.5","986.5","986.5","986.5","986.5"
