"DATE","PIMP65Q4","PIMP66Q1","PIMP66Q2","PIMP66Q3","PIMP66Q4","PIMP67Q1","PIMP67Q2","PIMP67Q3","PIMP67Q4","PIMP68Q1","PIMP68Q2","PIMP68Q3","PIMP68Q4","PIMP69Q1","PIMP69Q2","PIMP69Q3","PIMP69Q4","PIMP70Q1","PIMP70Q2","PIMP70Q3","PIMP70Q4","PIMP71Q1","PIMP71Q2","PIMP71Q3","PIMP71Q4","PIMP72Q1","PIMP72Q2","PIMP72Q3","PIMP72Q4","PIMP73Q1","PIMP73Q2","PIMP73Q3","PIMP73Q4","PIMP74Q1","PIMP74Q2","PIMP74Q3","PIMP74Q4","PIMP75Q1","PIMP75Q2","PIMP75Q3","PIMP75Q4","PIMP76Q1","PIMP76Q2","PIMP76Q3","PIMP76Q4","PIMP77Q1","PIMP77Q2","PIMP77Q3","PIMP77Q4","PIMP78Q1","PIMP78Q2","PIMP78Q3","PIMP78Q4","PIMP79Q1","PIMP79Q2","PIMP79Q3","PIMP79Q4","PIMP80Q1","PIMP80Q2","PIMP80Q3","PIMP80Q4","PIMP81Q1","PIMP81Q2","PIMP81Q3","PIMP81Q4","PIMP82Q1","PIMP82Q2","PIMP82Q3","PIMP82Q4","PIMP83Q1","PIMP83Q2","PIMP83Q3","PIMP83Q4","PIMP84Q1","PIMP84Q2","PIMP84Q3","PIMP84Q4","PIMP85Q1","PIMP85Q2","PIMP85Q3","PIMP85Q4","PIMP86Q1","PIMP86Q2","PIMP86Q3","PIMP86Q4","PIMP87Q1","PIMP87Q2","PIMP87Q3","PIMP87Q4","PIMP88Q1","PIMP88Q2","PIMP88Q3","PIMP88Q4","PIMP89Q1","PIMP89Q2","PIMP89Q3","PIMP89Q4","PIMP90Q1","PIMP90Q2","PIMP90Q3","PIMP90Q4","PIMP91Q1","PIMP91Q2","PIMP91Q3","PIMP91Q4","PIMP92Q1","PIMP92Q2","PIMP92Q3","PIMP92Q4","PIMP93Q1","PIMP93Q2","PIMP93Q3","PIMP93Q4","PIMP94Q1","PIMP94Q2","PIMP94Q3","PIMP94Q4","PIMP95Q1","PIMP95Q2","PIMP95Q3","PIMP95Q4","PIMP96Q1","PIMP96Q2","PIMP96Q3","PIMP96Q4","PIMP97Q1","PIMP97Q2","PIMP97Q3","PIMP97Q4","PIMP98Q1","PIMP98Q2","PIMP98Q3","PIMP98Q4","PIMP99Q1","PIMP99Q2","PIMP99Q3","PIMP99Q4","PIMP00Q1","PIMP00Q2","PIMP00Q3","PIMP00Q4","PIMP01Q1","PIMP01Q2","PIMP01Q3","PIMP01Q4","PIMP02Q1","PIMP02Q2","PIMP02Q3","PIMP02Q4","PIMP03Q1","PIMP03Q2","PIMP03Q3","PIMP03Q4","PIMP04Q1","PIMP04Q2","PIMP04Q3","PIMP04Q4","PIMP05Q1","PIMP05Q2","PIMP05Q3","PIMP05Q4","PIMP06Q1","PIMP06Q2","PIMP06Q3","PIMP06Q4","PIMP07Q1","PIMP07Q2","PIMP07Q3","PIMP07Q4","PIMP08Q1","PIMP08Q2","PIMP08Q3","PIMP08Q4","PIMP09Q1","PIMP09Q2","PIMP09Q3","PIMP09Q4","PIMP10Q1","PIMP10Q2","PIMP10Q3","PIMP10Q4","PIMP11Q1","PIMP11Q2","PIMP11Q3","PIMP11Q4","PIMP12Q1","PIMP12Q2","PIMP12Q3","PIMP12Q4","PIMP13Q1","PIMP13Q2","PIMP13Q3","PIMP13Q4","PIMP14Q1","PIMP14Q2","PIMP14Q3","PIMP14Q4","PIMP15Q1","PIMP15Q2","PIMP15Q3","PIMP15Q4"
"1997:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","101.49","97.42","97.42","97.42","97.42","97.45","97.45","97.45","97.447","97.447","98.27","98.269","98.27","98.28","98.28","98.28","98.28","98.28","98.28","98.28","98.28","98.28","98.28","98.28","98.28","98.28","98.28","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","102.763","92.549","92.549","92.549","92.549","92.549","92.549","92.549","92.549","92.615","92.615","92.615","92.615","92.615","92.615","92.615","92.615","86.158","86.158","86.158","86.158","87.188","87.188","87.188","87.188","87.188","87.188"
"1997:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","95.53","95.52","95.52","95.52","95.66","95.66","95.66","95.66","95.66","96.43","96.431","96.43","96.43","96.43","96.43","96.43","96.43","96.43","96.43","96.43","96.43","96.43","96.43","96.43","96.43","96.43","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","100.819","90.622","90.622","90.622","90.622","90.622","90.622","90.622","90.622","90.686","90.686","90.686","90.686","90.686","90.686","90.686","90.686","84.365","84.365","84.365","84.365","85.373","85.373","85.373","85.373","85.373","85.373"
"1997:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","94.86","94.81","94.81","95.16","95.16","95.16","95.157","95.157","95.85","95.845","95.85","95.82","95.82","95.82","95.82","95.82","95.82","95.82","95.82","95.82","95.82","95.82","95.82","95.82","95.82","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","100.165","90.025","90.025","90.025","90.025","90.025","90.025","90.025","90.025","90.089","90.089","90.089","90.089","90.089","90.089","90.089","90.089","83.81","83.81","83.81","83.81","84.808","84.808","84.808","84.808","84.808","84.808"
"1997:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","94.3","94.31","94.62","94.62","94.62","94.617","94.617","95.24","95.239","95.24","95.21","95.21","95.21","95.21","95.21","95.21","95.21","95.21","95.21","95.21","95.21","95.21","95.21","95.21","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","99.516","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.376","89.376","89.376","89.376","89.376","89.376","89.376","89.376","83.148","83.148","83.148","83.148","84.134","84.134","84.134","84.134","84.134","84.134"
"1998:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","91.57","92.05","92.05","92.05","92.047","92.05","92.57","92.572","92.57","92.57","92.57","92.57","92.57","92.58","92.58","92.58","92.58","92.58","92.58","92.58","92.58","92.58","92.58","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","96.72","87.108","87.108","87.108","87.108","87.108","87.108","87.108","87.108","87.17","87.17","87.17","87.17","87.17","87.17","87.17","87.17","81.098","81.098","81.098","81.098","82.053","82.053","82.053","82.053","82.053","82.053"
"1998:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","90.99","90.98","90.98","90.984","90.98","91.63","91.626","91.63","91.59","91.59","91.59","91.59","91.58","91.58","91.58","91.58","91.58","91.58","91.58","91.58","91.58","91.58","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","95.664","86.047","86.047","86.047","86.047","86.047","86.047","86.047","86.047","86.109","86.109","86.109","86.109","86.109","86.109","86.109","86.109","80.11","80.11","80.11","80.11","81.055","81.055","81.055","81.055","81.055","81.055"
"1998:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","89.86","89.87","89.874","89.87","90.55","90.547","90.55","90.45","90.45","90.45","90.45","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","90.48","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","94.515","84.938","84.938","84.938","84.938","84.938","84.938","84.938","84.938","84.998","84.998","84.998","84.998","84.998","84.998","84.998","84.998","79.074","79.074","79.074","79.074","80.016","80.016","80.016","80.016","80.016","80.016"
"1998:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","89.84","89.838","89.84","90.48","90.481","90.48","90.41","90.41","90.41","90.41","90.43","90.43","90.43","90.43","90.43","90.43","90.43","90.43","90.43","90.43","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","94.513","84.899","84.899","84.899","84.899","84.899","84.899","84.899","84.899","84.959","84.959","84.959","84.959","84.959","84.959","84.959","84.959","79.031","79.031","79.031","79.031","79.991","79.991","79.991","79.991","79.991","79.991"
"1999:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","89.005","89.09","89.81","89.806","89.81","89.92","89.92","89.92","89.92","89.91","89.91","89.91","89.91","89.57","89.57","89.57","89.57","89.57","89.57","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","94.023","84.67","84.67","84.67","84.67","84.67","84.67","84.67","84.67","84.73","84.73","84.73","84.73","84.73","84.73","84.73","84.73","78.809","78.809","78.809","78.809","79.789","79.789","79.789","79.789","79.789","79.789"
"1999:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","89.97","90.96","90.96","90.96","91.13","91.13","91.13","91.13","91.11","91.11","91.11","91.11","90.65","90.65","90.65","90.65","90.65","90.65","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","95.268","85.682","85.682","85.682","85.682","85.682","85.682","85.682","85.682","85.743","85.743","85.743","85.743","85.743","85.743","85.743","85.743","79.808","79.808","79.808","79.808","80.771","80.771","80.771","80.771","80.771","80.771"
"1999:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","92.27","92.347","92.35","92.47","92.47","92.47","92.47","92.45","92.45","92.45","92.45","91.94","91.94","91.94","91.94","91.94","91.94","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","96.634","86.715","86.715","86.715","86.715","86.715","86.715","86.715","86.715","86.777","86.777","86.777","86.777","86.777","86.777","86.777","86.777","80.812","80.812","80.812","80.812","81.734","81.734","81.734","81.734","81.734","81.734"
"1999:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","93.31","93.46","93.68","93.68","93.68","93.68","93.66","93.66","93.66","93.66","93.19","93.19","93.19","93.19","93.19","93.19","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","97.914","87.931","87.931","87.931","87.931","87.931","87.931","87.931","87.931","87.994","87.994","87.994","87.994","87.994","87.994","87.994","87.994","81.985","81.985","81.985","81.985","82.827","82.827","82.827","82.827","82.827","82.827"
