"DATE","NCPROFATW00M1","NCPROFATW00M2","NCPROFATW00M3","NCPROFATW00M4","NCPROFATW00M5","NCPROFATW00M6","NCPROFATW00M7","NCPROFATW00M8","NCPROFATW00M9","NCPROFATW00M10","NCPROFATW00M11","NCPROFATW00M12","NCPROFATW01M1","NCPROFATW01M2","NCPROFATW01M3","NCPROFATW01M4","NCPROFATW01M5","NCPROFATW01M6","NCPROFATW01M7","NCPROFATW01M8","NCPROFATW01M9","NCPROFATW01M10","NCPROFATW01M11","NCPROFATW01M12","NCPROFATW02M1","NCPROFATW02M2","NCPROFATW02M3","NCPROFATW02M4","NCPROFATW02M5","NCPROFATW02M6","NCPROFATW02M7","NCPROFATW02M8","NCPROFATW02M9","NCPROFATW02M10","NCPROFATW02M11","NCPROFATW02M12","NCPROFATW03M1","NCPROFATW03M2","NCPROFATW03M3","NCPROFATW03M4","NCPROFATW03M5","NCPROFATW03M6","NCPROFATW03M7","NCPROFATW03M8","NCPROFATW03M9","NCPROFATW03M10","NCPROFATW03M11","NCPROFATW03M12","NCPROFATW04M1","NCPROFATW04M2","NCPROFATW04M3","NCPROFATW04M4","NCPROFATW04M5","NCPROFATW04M6","NCPROFATW04M7","NCPROFATW04M8","NCPROFATW04M9","NCPROFATW04M10","NCPROFATW04M11","NCPROFATW04M12","NCPROFATW05M1","NCPROFATW05M2","NCPROFATW05M3","NCPROFATW05M4","NCPROFATW05M5","NCPROFATW05M6","NCPROFATW05M7","NCPROFATW05M8","NCPROFATW05M9","NCPROFATW05M10","NCPROFATW05M11","NCPROFATW05M12","NCPROFATW06M1","NCPROFATW06M2","NCPROFATW06M3","NCPROFATW06M4","NCPROFATW06M5","NCPROFATW06M6","NCPROFATW06M7","NCPROFATW06M8","NCPROFATW06M9","NCPROFATW06M10","NCPROFATW06M11","NCPROFATW06M12","NCPROFATW07M1","NCPROFATW07M2","NCPROFATW07M3","NCPROFATW07M4","NCPROFATW07M5","NCPROFATW07M6","NCPROFATW07M7","NCPROFATW07M8","NCPROFATW07M9","NCPROFATW07M10","NCPROFATW07M11","NCPROFATW07M12","NCPROFATW08M1","NCPROFATW08M2","NCPROFATW08M3","NCPROFATW08M4","NCPROFATW08M5","NCPROFATW08M6","NCPROFATW08M7","NCPROFATW08M8","NCPROFATW08M9","NCPROFATW08M10","NCPROFATW08M11","NCPROFATW08M12","NCPROFATW09M1","NCPROFATW09M2","NCPROFATW09M3","NCPROFATW09M4","NCPROFATW09M5","NCPROFATW09M6","NCPROFATW09M7","NCPROFATW09M8","NCPROFATW09M9","NCPROFATW09M10","NCPROFATW09M11","NCPROFATW09M12"
"1983:Q4","190.1","190.1","190.1","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","191.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","197.4","#N/A","193.7","193.7","193.7","193.7"
"1984:Q1","203.9","203.9","203.9","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","204.8","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","210.4","#N/A","207.6","207.6","207.6","207.6"
"1984:Q2","214.5","214.5","214.5","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","215.6","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","#N/A","220.3","220.3","220.3","220.3"
"1984:Q3","217.0","217.0","217.0","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","223.4","#N/A","225.5","225.5","225.5","225.5"
"1984:Q4","223.1","223.1","223.1","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","224.3","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","229.2","#N/A","230.8","230.8","230.8","230.8"
"1985:Q1","218.6","218.6","218.6","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","224.0","#N/A","226.9","226.9","226.9","226.9"
"1985:Q2","224.4","224.4","224.4","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","225.5","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","229.8","#N/A","230.4","230.4","230.4","230.4"
"1985:Q3","234.8","234.8","234.8","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","236.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","#N/A","243.7","243.7","243.7","243.7"
"1985:Q4","221.2","221.2","221.2","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","222.3","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","228.8","#N/A","231.5","231.5","231.5","231.5"
"1986:Q1","208.6","208.6","208.6","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","209.8","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","#N/A","217.8","217.8","217.8","217.8"
"1986:Q2","198.1","198.1","198.1","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","199.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","214.3","#N/A","208.8","208.8","208.8","208.8"
"1986:Q3","187.7","187.7","187.7","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","206.4","#N/A","200.2","200.2","200.2","200.2"
"1986:Q4","177.5","177.5","177.5","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","198.1","#N/A","191.0","191.0","191.0","191.0"
"1987:Q1","196.4","196.4","196.4","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","214.2","#N/A","204.6","204.6","204.6","204.6"
"1987:Q2","215.0","215.0","215.0","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","216.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","234.3","#N/A","230.3","230.3","230.3","230.3"
"1987:Q3","228.2","228.2","228.2","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","248.8","#N/A","251.8","251.8","251.8","251.8"
"1987:Q4","233.0","233.0","233.0","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","234.5","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","256.3","#N/A","262.9","262.9","262.9","262.9"
"1988:Q1","254.1","254.1","254.1","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","276.9","#N/A","275.8","275.8","275.8","275.8"
"1988:Q2","263.9","263.9","263.9","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","265.0","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","287.5","#N/A","284.7","284.7","284.7","284.7"
"1988:Q3","266.6","266.6","266.6","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","292.0","#N/A","281.7","281.7","281.7","281.7"
"1988:Q4","280.9","280.9","280.9","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","307.6","#N/A","297.8","297.8","297.8","297.8"
"1989:Q1","251.0","251.0","251.0","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","279.7","#N/A","273.1","273.1","273.1","273.1"
"1989:Q2","251.9","251.9","251.9","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","280.1","#N/A","278.8","278.8","278.8","278.8"
"1989:Q3","255.7","255.7","255.7","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","257.1","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","283.3","#N/A","288.1","288.1","288.1","288.1"
"1989:Q4","252.5","252.5","252.5","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","252.9","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","279.0","#N/A","277.9","277.9","277.9","277.9"
